130144,156665,180899
130144,155568,180021
130144,154893,180021
130144,154539,180021
130144,153305,180021
130144,152806,180021
130144,151666,180021
130144,151006,180021
130144,150176,176538
130144,149582,176538
130144,148904,176538
130144,147946,172979
130144,147247,172979
130144,146309,172979
130144,146091,172979
130144,145749,172979
126002,144551,172979
126002,144516,172979
126002,143849,172979
126002,143224,172979
126002,143026,172979
126002,142631,172979
124548,141989,172979
124548,141129,172979
124548,140220,172979
124548,139713,172979
124548,139026,172979
124478,138008,172979
124478,137473,172979
124478,137019,172979
124478,136583,172979
124478,136357,172979
124478,135902,172979
113780,135086,172979
113780,135012,172979
113780,134566,172979
113780,134122,172979
113780,133825,172979
113780,133549,172979
111947,132862,172979
111947,132749,172979
111947,132800,172979
111947,132249,172979
111947,131742,172979
111947,131380,172979
111947,130759,172979
111947,130735,172979
111947,130177,149678
111947,129459,146430
111803,128862,146430
111803,128116,146251
111803,127659,146251
111803,127448,146251
111803,127248,146251
111803,126894,146251
111803,126595,146251
111803,126442,146251
111803,126024,146251
111803,124952,135871
111803,124814,141100
111803,124534,141100
111803,124721,141100
111803,124661,141100
111803,124513,141100
110103,123784,141046
110103,123842,141046
110103,122962,141046
110103,122485,141046
110103,122820,158239
110103,122710,158239
110103,122394,158239
109282,121736,158239
109282,121470,158239
109282,121704,158239
109112,121283,158239
109112,121051,158239
109112,120643,158239
109112,120320,158239
109112,120286,158239
106702,119699,158239
106702,119033,158239
106349,118968,158239
106349,118546,158239
106349,118067,158239
106349,117617,158239
106349,117555,158239
106349,117273,158239
106055,116322,143824
106055,115412,137844
106055,115015,135785
106055,114929,135785
106055,114731,135785
104001,114134,135785
104001,114069,135785
104001,113627,135785
104001,113636,135785
104001,113673,135785
104001,113651,135785
104001,112965,130168
104001,112506,130168
104001,112458,130168
104001,112276,130168
104001,112133,130168
104001,111712,122937
104001,111662,122937
104001,111558,122937
104001,111404,122937
95664,110767,122937
95664,111063,124519
95664,111478,130591
95664,111544,130591
95664,111248,130591
95664,111491,130591
95664,111017,130591
95664,110775,130591
95664,111251,130591
95664,110792,130591
95664,110349,130591
95664,109802,130425
95664,110027,133122
95664,109949,133122
95664,109319,133122
95664,108702,133122
95664,108429,124406
95664,107826,122019
95664,107715,122019
95664,107572,122019
95664,107776,125739
94690,107400,125739
94690,107403,125739
94690,107214,125739
94690,107103,125739
92899,106849,125739
92899,106957,129651
92899,106766,129651
92899,106545,129651
92899,106078,129651
92899,105745,129651
92899,105272,129651
92899,105098,122015
92899,105150,122729
92899,105210,122729
92899,104823,122729
92899,104644,120275
92899,104637,120275
92899,104733,123354
92899,104778,123354
92899,104777,123354
92899,104932,123354
92899,104817,123354
92899,104760,123354
92899,104300,123354
92899,104302,123354
92899,104430,123354
92899,104246,123354
92886,103752,120275
92886,103634,120275
92886,103606,120275
92886,103344,120275
92886,103308,120275
92886,102830,120275
92886,102759,116542
91998,102412,116542
91998,102218,116542
91998,101947,116542
91998,101837,116542
91998,101526,116542
91998,101602,119583
91998,101502,124855
91998,101368,124855
91998,100704,119583
91998,100202,119583
91998,99805.4,119583
91998,99492.3,119583
90338,99304,119583
90338,98738.8,113159
90338,98768,113159
90338,98568.5,113159
90338,98014.3,112604
90338,97620.5,112604
90324,97165.4,112604
90324,96939.2,112604
89876,97062.8,122497
89876,97121.1,122497
89478,96899.4,122497
89478,97195.9,125868
89478,97121.2,125868
89478,96934.1,125868
89478,96685.6,125868
89478,96838.9,125868
89478,96640.4,125868
89478,96124.2,122497
89478,95591.6,122497
89478,95792.9,122497
89478,95499.5,122497
88019,95690,125987
88019,96086.7,125987
88019,95812.7,125987
88019,96103.8,125987
88019,96112.1,125987
88019,96339.8,125987
88019,95372.9,122497
88019,95132.7,122497
88019,94839.2,122497
88019,94469.9,122497
88019,94487.3,122497
88019,94469,122497
88019,94353.3,122497
88019,94612.6,122497
88019,94874.1,122497
88019,94740.4,122497
88019,94419.8,122497
88019,94156.5,122497
87510,94150.9,122497
87510,94257.5,122497
85324,93875,122497
85324,94233.9,122497
85324,93618.4,110613
85324,93490.8,110613
85324,93675.8,110613
85324,93565.4,110613
85324,93412.7,110613
85324,93471,110613
85324,93515.4,110613
85324,93583.4,110613
85324,92953.3,109591
85324,92784.1,109591
85324,93625.2,128010
85324,93671.8,128010
85324,93390.1,128010
85324,93127.9,128010
85324,93036.3,128010
85324,93322.8,128010
85324,93172.6,112489
85324,92916.3,112489
85324,92780.6,112489
85324,92828.2,112489
85324,92719.3,112489
85324,92827,112489
85324,92568.4,111037
85324,92253.8,109418
85324,91929.3,109418
85324,91851.7,109418
85324,91760,109418
85324,92014.3,110735
85324,91755.1,110735
81177,91469.6,110735
81177,91341.9,110735
81177,91648.2,117336
81177,91499,117336
81177,91472.3,117336
81177,91545.4,111693
81177,91421.6,111693
81177,91317.2,111693
81177,91795.1,119019
81177,92051.3,120525
81177,92259,120525
81177,91805.8,120525
81177,92239.9,120525
81177,92159,120525
81177,91735.8,120525
81177,91163,117097
81177,91313.6,117097
81177,91515.9,117097
81177,91417.6,117097
81177,91170.8,117097
81177,91768.3,117097
81177,91811.7,117097
81177,91182,111050
81177,90880.6,111050
81177,90890.8,127287
81177,90900.7,127287
81177,90838.1,127287
81177,91016.8,127287
81177,90647.3,112728
81177,90326.9,112728
81177,90180.5,112728
81177,90520.3,114761
81177,90485.4,114761
81177,90401.3,114761
81177,90027.9,114761
81177,90063.1,114761
81177,90026.2,114761
81177,89708.3,114761
81177,89777.1,114761
81177,89818,114761
81177,89693.6,114761
81177,89251.4,112728
81177,88985.2,111317
81177,88935.9,111317
81177,88596.4,111317
81177,88749.6,111317
81177,88664.6,111317
81177,88653.6,111317
81177,88836.2,111317
81177,88560.2,111317
81177,88619.4,111317
81177,88797.5,111317
81177,88647,111317
79096,88651.3,111317
79096,88463.5,111317
79096,88187.3,105191
79096,88065.7,105191
79096,88125.2,105191
79096,88230.4,105191
79096,88226,105191
79096,88557,108417
79096,88373,105550
79096,87740.1,105550
79096,87441.3,105550
79096,87712.5,105550
79096,87573.6,105550
79096,88082,119043
79096,88298.3,119043
79096,87797.8,119043
79096,88290.3,124436
79096,87439.8,119043
